project,repo,version,security_hotspots,line_coverage,duplicated_lines_density,analysis_from_sonarqube_9_4,duplicated_files,development_cost,coverage,blocker_violations,security_review_rating,duplicated_lines,info_violations,comment_lines_density,quality_gate_details,functions,false_positive_issues,reliability_remediation_effort,security_hotspots_to_review_status,reopened_issues,security_hotspots_reviewed,ncloc_language_distribution,security_remediation_effort,violations,effort_to_reach_maintainability_rating_a,code_smells,security_hotspots_reviewed_status,quality_profiles,lines,ncloc,open_issues,complexity,lines_to_cover,reliability_rating,classes,critical_violations,security_rating,sqale_index,file_complexity,cognitive_complexity,sqale_rating,confirmed_issues,alert_status,last_commit_date,statements,major_violations,bugs,files,duplicated_blocks,minor_violations,comment_lines
newbee-mall,newbee-ltd/newbee-mall,master,11,0.0,8.4,true,18,150090,0.0,0,5.0,651,0,10.0,"{""level"":""OK"",""conditions"":[],""ignoredConditions"":false}",727,0,70,11,0,0.0,java=4937;xml=66,0,314,0,307,0,"[{""key"":""AYwAksg3KU78wGYDvEpS"",""language"":""java"",""name"":""Sonar way"",""rulesUpdatedAt"":""2023-11-24T09:04:28+0000""},{""key"":""AYwAksroKU78wGYDvEzA"",""language"":""xml"",""name"":""Sonar way"",""rulesUpdatedAt"":""2023-11-24T09:04:29+0000""}]",7753,5003,314,995,2126,4.0,89,63,1.0,2009,11.3,595,1.0,0,OK,1672050930000,1831,157,7,89,25,94,554
